MARBLE_ID	REASON
01001502800008	kethiv
01001502800010	kethiv
01001600200042	kethiv
01001600200044	kethiv
01001600200046	kethiv
01001600800020	kethiv
01001601000022	kethiv
01001601000028	kethiv
01001601200008	kethiv
01001601200010	kethiv
01001601800040	kethiv
01001602300028	kethiv
01001701200008	kethiv
01001701200010	kethiv
01001800300072	kethiv
01001800300074	kethiv
01001800800012	kethiv
01001801200014	kethiv
01001801200016	kethiv
01001801300006	kethiv
01001801300008	kethiv
01001801700056	kethiv
01001801700058	kethiv
01001801800014	kethiv
01001801800016	kethiv
01001802000052	kethiv
01001802000054	kethiv
01001900700050	kethiv
01001901900032	kethiv
01001901900034	kethiv
01001903200036	kethiv
01001903200038	kethiv
01001904100030	kethiv
01002000500016	kethiv
01002000500018	kethiv
01002000800040	kethiv
01002000800042	kethiv
01002001400030	kethiv
01002001400032	kethiv
01002002300026	kethiv
01002002300028	kethiv
01002002500002	kethiv
01002002500004	kethiv
01002100400014	kethiv
01002100600002	kethiv
01002100900034	kethiv
01002100900040	kethiv
01002100900042	kethiv
01002100900062	kethiv
01002100900064	kethiv
01002101200052	kethiv
01002101200056	kethiv
01002101200060	kethiv
01002101600002	kethiv
01002101600004	kethiv
01002102000020	kethiv
01002102100018	kethiv
01002200800002	kethiv
01002200800004	kethiv
01002201500014	kethiv
01002201500016	kethiv
01002202300006	kethiv
01002203300016	kethiv
01002203400004	kethiv
01002205100002	kethiv
01002300800036	kethiv
01002300800038	kethiv
01002300800056	kethiv
01002300900002	kethiv
01002300900004	kethiv
01002300900014	kethiv
01002300900026	kethiv
01002300900028	kethiv
01002301300006	kethiv
01002301800018	kethiv
01002301800020	kethiv
01002302000014	kethiv
01002302000050	kethiv
01002302000052	kethiv
01002302100014	kethiv
01002303500002	kethiv
01002303700014	kethiv
01002401400032	kethiv
01002401600070	kethiv
01002401600072	kethiv
01002401800042	kethiv
01002402200028	kethiv
01002402200030	kethiv
01100102700032	kethiv
01100103700020	kethiv
01100104700034	kethiv
01100202400014	kethiv
01100202400016	kethiv
01100400700048	kethiv
01100400700050	kethiv
01100501700056	kethiv
01100600500014	kethiv
01100600600002	kethiv
01100600600004	kethiv
01100601000008	kethiv
01100601000010	kethiv
01100601600012	kethiv
01100601600014	kethiv
01100602100026	kethiv
01100602100028	kethiv
01100603800050	kethiv
01100702000036	kethiv
01100702000038	kethiv
01100702300046	kethiv
01100702300048	kethiv
01100703600018	kethiv
01100704500036	kethiv
01100704500038	kethiv
01100802600014	kethiv
01100804800068	kethiv
01100900900042	kethiv
01100900900044	kethiv
01100901800012	kethiv
01101000500018	kethiv
01101200300012	kethiv
01101200300014	kethiv
01101200700002	kethiv
01101200700004	kethiv
01101201200002	kethiv
01101201200004	kethiv
01101202100002	kethiv
01101202100004	kethiv
01101203300048	kethiv
01101203300050	kethiv
01101400200028	kethiv
01101402500026	kethiv
01101501500012	kethiv
01101501500014	kethiv
01101501800042	kethiv
01101501800044	kethiv
01101601900004	kethiv
01101602600018	kethiv
01101602600020	kethiv
01101602600022	kethiv
01101603400028	kethiv
01101603400030	kethiv
01101603400032	kethiv
01101701400040	kethiv
01101701500020	kethiv
01101701500022	kethiv
01101701500024	kethiv
01101803600062	kethiv
01101803600064	kethiv
01101803600066	kethiv
01101804200046	kethiv
01101900400030	kethiv
01102004100016	kethiv
01102004100018	kethiv
01102100800026	kethiv
01102102100004	kethiv
01102102900030	kethiv
01102201300052	kethiv
01102204900004	kethiv
01102204900032	kethiv
01200201600064	kethiv
01200201600066	kethiv
01200302400034	kethiv
01200302400036	kethiv
01200400200024	kethiv
01200400300026	kethiv
01200400500036	kethiv
01200400700038	kethiv
01200400700046	kethiv
01200400700048	kethiv
01200401600024	kethiv
01200402300008	kethiv
01200402300012	kethiv
01200403400040	kethiv
01200500900008	kethiv
01200500900010	kethiv
01200501200008	kethiv
01200501800062	kethiv
01200502500024	kethiv
01200502500026	kethiv
01200601000028	kethiv
01200601000030	kethiv
01200602500044	kethiv
01200701200058	kethiv
01200701200060	kethiv
01200701200062	kethiv
01200701300046	kethiv
01200701500038	kethiv
01200701500040	kethiv
01200800100032	kethiv
01200801000014	kethiv
01200801700022	kethiv
01200901500072	kethiv
01200901500074	kethiv
01200902500010	kethiv
01200903300006	kethiv
01200903700002	kethiv
01200903700004	kethiv
01201002700030	kethiv
01201002700032	kethiv
01201100100010	kethiv
01201100200044	kethiv
01201100200046	kethiv
01201100400026	kethiv
01201100400028	kethiv
01201100900008	kethiv
01201100900010	kethiv
01201101000014	kethiv
01201101000016	kethiv
01201101500016	kethiv
01201101500018	kethiv
01201101800026	kethiv
01201102000038	kethiv
01201102000040	kethiv
01201201000038	kethiv
01201201000040	kethiv
01201201200018	kethiv
01201201200028	kethiv
01201201200030	kethiv
01201300600018	kethiv
01201400200040	kethiv
01201400600072	kethiv
01201400700014	kethiv
01201401200020	kethiv
01201401200022	kethiv
01201401300032	kethiv
01201401300034	kethiv
01201502500030	kethiv
01201502500032	kethiv
01201600600042	kethiv
01201600600044	kethiv
01201601500002	kethiv
01201601500004	kethiv
01201601700030	kethiv
01201601800006	kethiv
01201701300024	kethiv
01201701600024	kethiv
01201702100028	kethiv
01201702100030	kethiv
01201703100044	kethiv
01201703100048	kethiv
01201802700064	kethiv
01201802700076	kethiv
01201802700078	kethiv
01201902300016	kethiv
01201902300018	kethiv
01201903100026	kethiv
01201903700024	kethiv
01202000400012	kethiv
01202001800018	kethiv
01202101200032	kethiv
01202200500002	kethiv
01202200500004	kethiv
01202200500024	kethiv
01202301000018	kethiv
01202303300020	kethiv
01202303300022	kethiv
01202303600038	kethiv
01202401000012	kethiv
01202401400034	kethiv
01202401500042	kethiv
01202401800038	kethiv
01202501700036	kethiv
01300101100010	kethiv
01300104600040	kethiv
01300105100022	kethiv
01300201600002	kethiv
01300201600004	kethiv
01300205500008	kethiv
01300302400008	kethiv
01300400700010	kethiv
01300400700012	kethiv
01300402000016	kethiv
01300402000018	kethiv
01300404100038	kethiv
01300404100040	kethiv
01300601100004	kethiv
01300602000004	kethiv
01300700100016	kethiv
01300701000016	kethiv
01300703100018	kethiv
01300703400010	kethiv
01300703400012	kethiv
01300703400018	kethiv
01300703400020	kethiv
01300802500006	kethiv
01300802500008	kethiv
01300900400018	kethiv
01300900400020	kethiv
01300903300026	kethiv
01300903500014	kethiv
01301101100026	kethiv
01301101100028	kethiv
01301101700002	kethiv
01301101700004	kethiv
01301102000038	kethiv
01301102000040	kethiv
01301104400010	kethiv
01301104400012	kethiv
01301200300022	kethiv
01301200300024	kethiv
01301200600020	kethiv
01301200600022	kethiv
01301201600036	kethiv
01301201900014	kethiv
01301201900016	kethiv
01301400100006	kethiv
01301401000022	kethiv
01301502400034	kethiv
01301801000020	kethiv
01301801000022	kethiv
01302000500022	kethiv
01302200700012	kethiv
01302300900006	kethiv
01302402400014	kethiv
01302500100034	kethiv
01302500100036	kethiv
01302602500032	kethiv
01302602500034	kethiv
01302701200022	kethiv
01302701200024	kethiv
01302701200026	kethiv
01302701200028	kethiv
01302702900020	kethiv
01302901600038	kethiv
01400301700042	kethiv
01400301700044	kethiv
01400401100034	kethiv
01400501200082	kethiv
01400501300010	kethiv
01400501300012	kethiv
01400501300014	kethiv
01400700600070	kethiv
01400801000008	kethiv
01400801000010	kethiv
01400801800016	kethiv
01400901000008	kethiv
01400902900056	kethiv
01401101800016	kethiv
01401301400038	kethiv
01401301900046	kethiv
01401700800024	kethiv
01401700800026	kethiv
01401800800022	kethiv
01401803300054	kethiv
01402402500016	kethiv
01402402500018	kethiv
01402402700006	kethiv
01402501700036	kethiv
01402600300038	kethiv
01402600700018	kethiv
01402600700020	kethiv
01402601100034	kethiv
01402602100026	kethiv
01402602100028	kethiv
01402900800022	kethiv
01402900800024	kethiv
01402901300012	kethiv
01402901300014	kethiv
01402901400010	kethiv
01402902800026	kethiv
01403101200034	kethiv
01403101300048	kethiv
01403202100058	kethiv
01403202100060	kethiv
01403301600002	kethiv
01403301600004	kethiv
01403400500012	kethiv
01403400600024	kethiv
01403400600026	kethiv
01403400900082	kethiv
01403400900084	kethiv
01403402200030	kethiv
01403402500008	kethiv
01403402500010	kethiv
01403500300012	kethiv
01403500300014	kethiv
01403500900002	kethiv
01403500900004	kethiv
01403601700012	kethiv
01500200100028	kethiv
01500204600008	kethiv
01500205000008	kethiv
01500205000014	kethiv
01500300300030	kethiv
01500300300032	kethiv
01500400200040	kethiv
01500400200042	kethiv
01500400400020	kethiv
01500400400022	kethiv
01500400700022	kethiv
01500400700028	kethiv
01500400900032	kethiv
01500400900040	kethiv
01500401200034	kethiv
01500401200036	kethiv
01500401200044	kethiv
01500401200046	kethiv
01500401200052	kethiv
01500402300014	kethiv
01500500100008	kethiv
01500500100020	kethiv
01500500200044	kethiv
01500501200032	kethiv
01500501500008	kethiv
01500601400020	kethiv
01500601700036	kethiv
01500601700038	kethiv
01500701800008	kethiv
01500701800016	kethiv
01500702500032	kethiv
01500702600046	kethiv
01500702600048	kethiv
01500801400012	kethiv
01500801400014	kethiv
01500801700002	kethiv
01500801700004	kethiv
01500801700048	kethiv
01500801700050	kethiv
01500802500002	kethiv
01500802500004	kethiv
01501000200016	kethiv
01501001200022	kethiv
01501001200024	kethiv
01501002900024	kethiv
01501002900026	kethiv
01501003500006	kethiv
01501003700006	kethiv
01501003700008	kethiv
01501004300016	kethiv
01501004400006	kethiv
01600100100018	kethiv
01600100900040	kethiv
01600100900042	kethiv
01600201300048	kethiv
01600201300050	kethiv
01600301500036	kethiv
01600301500038	kethiv
01600302000012	kethiv
01600303000002	kethiv
01600303100002	kethiv
01600400700026	kethiv
01600400700028	kethiv
01600400700030	kethiv
01600400900032	kethiv
01600400900034	kethiv
01600500900002	kethiv
01600500900004	kethiv
01600700300002	kethiv
01600700300004	kethiv
01600705200012	kethiv
01600900600012	kethiv
01600901700072	kethiv
01601002000006	kethiv
01601101700056	kethiv
01601200900006	kethiv
01601200900008	kethiv
01601201400002	kethiv
01601201400004	kethiv
01601201600002	kethiv
01601201600004	kethiv
01601204600018	kethiv
01601302300026	kethiv
01601302300030	kethiv
01700101600006	kethiv
01700300400006	kethiv
01700300400008	kethiv
01700400700046	kethiv
01700400700048	kethiv
01700400700050	kethiv
01700800100036	kethiv
01700800100038	kethiv
01700800700062	kethiv
01700800700064	kethiv
01700800700066	kethiv
01700801300040	kethiv
01700801300042	kethiv
01700801300048	kethiv
01700901500006	kethiv
01700901500008	kethiv
01700901800002	kethiv
01700901800004	kethiv
01700901800006	kethiv
01700901900010	kethiv
01700901900012	kethiv
01700902700004	kethiv
01700902700006	kethiv
01701000100010	kethiv
01800100400032	kethiv
01800101000006	kethiv
01800102100008	kethiv
01800200700038	kethiv
01800200700040	kethiv
01800501800014	kethiv
01800501800016	kethiv
01800600200010	kethiv
01800600200012	kethiv
01800602100008	kethiv
01800602900012	kethiv
01800602900014	kethiv
01800700100012	kethiv
01800700500008	kethiv
01800700500010	kethiv
01800901300010	kethiv
01800903000006	kethiv
01800903000008	kethiv
01801002000010	kethiv
01801002000012	kethiv
01801002000018	kethiv
01801002000020	kethiv
01801301500006	kethiv
01801400500014	kethiv
01801501500004	kethiv
01801501500006	kethiv
01801502200012	kethiv
01801502200014	kethiv
01801503100006	kethiv
01801503100008	kethiv
01801503100010	kethiv
01801601600004	kethiv
01801902900024	kethiv
01802001100006	kethiv
01802101300002	kethiv
01802102000004	kethiv
01802400100014	kethiv
01802400100016	kethiv
01802400600010	kethiv
01802601200012	kethiv
01802601200014	kethiv
01802601200016	kethiv
01802601400008	kethiv
01802601400028	kethiv
01802701500002	kethiv
01803001100004	kethiv
01803002200014	kethiv
01803101100004	kethiv
01803101100010	kethiv
01803101100012	kethiv
01803102000008	kethiv
01803301900014	kethiv
01803301900016	kethiv
01803302100010	kethiv
01803302100012	kethiv
01803302800004	kethiv
01803302800018	kethiv
01803302800020	kethiv
01803701200010	kethiv
01803701200012	kethiv
01803800100012	kethiv
01803800100016	kethiv
01803800100018	kethiv
01803801200012	kethiv
01803801200014	kethiv
01803801200016	kethiv
01803804100016	kethiv
01803901200010	kethiv
01803902600014	kethiv
01803903000002	kethiv
01803903000004	kethiv
01804000600012	kethiv
01804000600016	kethiv
01804001700012	kethiv
01804100400002	kethiv
01804200200002	kethiv
01804201000010	kethiv
01804201100016	kethiv
01804201600020	kethiv
01804201600022	kethiv
01900500900014	kethiv
01900600400010	kethiv
01900600400012	kethiv
01900901300018	kethiv
01900901900016	kethiv
01901000500004	kethiv
01901001000002	kethiv
01901001000016	kethiv
01901001000018	kethiv
01901001200016	kethiv
01901100100026	kethiv
01901701100006	kethiv
01901701400026	kethiv
01901701400028	kethiv
01901805100002	kethiv
01902400600006	kethiv
01902600200010	kethiv
01903000400014	kethiv
01903000400016	kethiv
01903802100016	kethiv
01903900100008	kethiv
01903900100010	kethiv
01904100300010	kethiv
01904100300012	kethiv
01904200900018	kethiv
01904901500032	kethiv
01904901500034	kethiv
01905100400002	kethiv
01905400700002	kethiv
01905501600002	kethiv
01905501600004	kethiv
01905600700004	kethiv
01905800800014	kethiv
01905901100004	kethiv
01905901600004	kethiv
01906000700012	kethiv
01906000700014	kethiv
01906600700026	kethiv
01907101200016	kethiv
01907102000004	kethiv
01907102000018	kethiv
01907201700016	kethiv
01907300200010	kethiv
01907300200020	kethiv
01907301000004	kethiv
01907301600014	kethiv
01907400600002	kethiv
01907400600004	kethiv
01907401100016	kethiv
01907700100010	kethiv
01907701200002	kethiv
01907702000010	kethiv
01907702000012	kethiv
01907901000016	kethiv
01907901000018	kethiv
01907901000020	kethiv
01908500200010	kethiv
01908901800016	kethiv
01908902900006	kethiv
01909000800002	kethiv
01909201600018	kethiv
01910000300016	kethiv
01910000300018	kethiv
01910100500002	kethiv
01910202400010	kethiv
01910501800010	kethiv
01910502800018	kethiv
01910604500018	kethiv
01911907900008	kethiv
01911907900010	kethiv
01911914700014	kethiv
01911914700016	kethiv
01911916100008	kethiv
01911916100010	kethiv
01911916100012	kethiv
01912600400008	kethiv
01912900300012	kethiv
01912900300014	kethiv
01913900600002	kethiv
01913901600022	kethiv
01913901600024	kethiv
01914001000010	kethiv
01914001100002	kethiv
01914001300002	kethiv
01914500600010	kethiv
01914500600012	kethiv
01914701900004	kethiv
01914800200012	kethiv
02000102700006	kethiv
02000102700008	kethiv
02000200700002	kethiv
02000200800014	kethiv
02000301500006	kethiv
02000301500008	kethiv
02000302700020	kethiv
02000302800006	kethiv
02000302800008	kethiv
02000303000004	kethiv
02000303400014	kethiv
02000303400016	kethiv
02000303400018	kethiv
02000401600024	kethiv
02000601400018	kethiv
02000601600014	kethiv
02000801700004	kethiv
02000803500006	kethiv
02001100300014	kethiv
02001201400022	kethiv
02001302000002	kethiv
02001302000010	kethiv
02001402100014	kethiv
02001501400010	kethiv
02001501400012	kethiv
02001601900010	kethiv
02001602700014	kethiv
02001701300012	kethiv
02001702700010	kethiv
02001801700012	kethiv
02001801700014	kethiv
02001801900012	kethiv
02001801900014	kethiv
02001900700024	kethiv
02001901600014	kethiv
02001901900002	kethiv
02002000400012	kethiv
02002000400014	kethiv
02002001600016	kethiv
02002002000014	kethiv
02002002000016	kethiv
02002002100004	kethiv
02002003000006	kethiv
02002101900016	kethiv
02002102900018	kethiv
02002102900022	kethiv
02002200300008	kethiv
02002200300010	kethiv
02002200800006	kethiv
02002201100004	kethiv
02002201400014	kethiv
02002202000010	kethiv
02002202500006	kethiv
02002300500002	kethiv
02002300500004	kethiv
02002300500032	kethiv
02002300600018	kethiv
02002302400002	kethiv
02002302400006	kethiv
02002302400014	kethiv
02002302400016	kethiv
02002302400024	kethiv
02002302600016	kethiv
02002302900018	kethiv
02002303100016	kethiv
02002303100018	kethiv
02002303100020	kethiv
02002400100016	kethiv
02002401700006	kethiv
02002502400016	kethiv
02002600200028	kethiv
02002602100020	kethiv
02002602400002	kethiv
02002602400004	kethiv
02002701000004	kethiv
02002701000006	kethiv
02002701500016	kethiv
02002702000004	kethiv
02002702000006	kethiv
02002702400022	kethiv
02002702400024	kethiv
02002800800010	kethiv
02002800800012	kethiv
02002801600014	kethiv
02003001000010	kethiv
02003001800010	kethiv
02003001800012	kethiv
02003100400030	kethiv
02003101600016	kethiv
02003101800014	kethiv
02003101800016	kethiv
02003101800018	kethiv
02100400800038	kethiv
02100401700004	kethiv
02100500800014	kethiv
02100501000028	kethiv
02100601000036	kethiv
02100601000038	kethiv
02100702200018	kethiv
02100900400008	kethiv
02101000300012	kethiv
02101000300014	kethiv
02101000300016	kethiv
02101001000030	kethiv
02101002000048	kethiv
02101200600008	kethiv
02200101700008	kethiv
02200201100006	kethiv
02200201100008	kethiv
02200201300024	kethiv
02200400900010	kethiv
02200400900012	kethiv
02300301500002	kethiv
02300301500004	kethiv
02300301600022	kethiv
02300502900012	kethiv
02300900200008	kethiv
02300900600002	kethiv
02300900600004	kethiv
02301000600034	kethiv
02301000600036	kethiv
02301000600038	kethiv
02301001300032	kethiv
02301001300034	kethiv
02301003200022	kethiv
02301200500012	kethiv
02301301600020	kethiv
02301600300002	kethiv
02301800400012	kethiv
02302301200026	kethiv
02302301300028	kethiv
02302501000034	kethiv
02302602000016	kethiv
02302602000032	kethiv
02302801500024	kethiv
02302801500032	kethiv
02302901100036	kethiv
02303003200042	kethiv
02303003300014	kethiv
02303200700020	kethiv
02303201500026	kethiv
02303201500028	kethiv
02303201500030	kethiv
02303601200062	kethiv
02303601200074	kethiv
02303601200076	kethiv
02303703000058	kethiv
02303703000060	kethiv
02303900200018	kethiv
02304102300034	kethiv
02304102300036	kethiv
02304202000002	kethiv
02304202400008	kethiv
02304401700016	kethiv
02304402400040	kethiv
02304402400042	kethiv
02304500200014	kethiv
02304601100018	kethiv
02304701300018	kethiv
02304900500034	kethiv
02304900600026	kethiv
02304900600028	kethiv
02304901300012	kethiv
02304901300014	kethiv
02305200200014	kethiv
02305200500006	kethiv
02305200500008	kethiv
02305200500028	kethiv
02305401600002	kethiv
02305501300012	kethiv
02305501300014	kethiv
02305601000002	kethiv
02305701900004	kethiv
02306002100020	kethiv
02306200300016	kethiv
02306200300018	kethiv
02306300900008	kethiv
02306500400032	kethiv
02306500400034	kethiv
02306500700044	kethiv
02306601700020	kethiv
02400100500006	kethiv
02400201500024	kethiv
02400201600008	kethiv
02400201600010	kethiv
02400202000022	kethiv
02400202400012	kethiv
02400202500010	kethiv
02400202500012	kethiv
02400202700024	kethiv
02400203300024	kethiv
02400300200018	kethiv
02400300400010	kethiv
02400300500020	kethiv
02400300700026	kethiv
02400300700028	kethiv
02400301900042	kethiv
02400301900056	kethiv
02400400500020	kethiv
02400401900006	kethiv
02400401900030	kethiv
02400403000002	kethiv
02400403000004	kethiv
02400500700008	kethiv
02400502400028	kethiv
02400600700006	kethiv
02400602100046	kethiv
02400602100048	kethiv
02400602500004	kethiv
02400602500022	kethiv
02400602900006	kethiv
02400602900008	kethiv
02400602900010	kethiv
02400702200022	kethiv
02400800100016	kethiv
02400800600036	kethiv
02400800600038	kethiv
02400800700020	kethiv
02400800700022	kethiv
02400900700004	kethiv
02401001300028	kethiv
02401001300030	kethiv
02401001700010	kethiv
02401301600050	kethiv
02401301600052	kethiv
02401302000002	kethiv
02401302000008	kethiv
02401302000010	kethiv
02401400300008	kethiv
02401401400048	kethiv
02401401400050	kethiv
02401401400056	kethiv
02401401400058	kethiv
02401500400006	kethiv
02401500400008	kethiv
02401500900014	kethiv
02401501100010	kethiv
02401501600014	kethiv
02401601600006	kethiv
02401601600008	kethiv
